StockTicker,ListedExchCode,CompanyName,Sector,Industry,Total_Mark,Total_Price_Valuation_Mark,Total_Stock_Holder_Mark,Total_Analyst_Mark,EpsRegressGrowth_Reuters,EpsRegressGrowth_Reuters_rm,EpsRegressGrowth_Nasdaq,EpsRegressGrowth_Nasdaq_rm,M1QEps,M1QEps_rm,M2QEps,M2QEps_rm,M3QEps,M3QEps_rm,M4QEps,M4QEps_rm,M1QvsM2Q,M1QvsM2Q_rm,M2QvsM3Q,M2QvsM3Q_rm,M3QvsM4Q,M3QvsM4Q_rm,Pe,PEG_Reuters,PEG_Reuters_rm,PEG_Nasdaq,PEG_Nasdaq_rm,PEvsIndustry,PEvsIndustry_rm,PEvsSector,PEvsSector_rm,ReturnOnEquity,ReturnOnEquity_rm,PercentageHeldByInstitutions_Nasdaq,PercentageHeldByInstitutions_Nasdaq_rm,NetSharesTradedByInstitutions,NetSharesTradedByInstitutions_rm,NetNumOfSharesTradedByInsidersIn3M,NetNumOfSharesTradedByInsidersIn3M_rm,ClosePrice,Beta,Fair_Price_PE,Fair_Price_PE_vs_Close_Price_rm,Fair_Price_PEG_Reuters,Fair_Price_PEG_Reuters_vs_Close_Price_rm,Fair_Price_PEG_Nasdaq,Fair_Price_PEG_Nasdaq_vs_Close_Price_rm,PeterLynchAnalysis_rm,BenjaminGarhamAnalysis_rm,MomentumStrategyAnalysis_rm,JamesOShaughnessyAnalysis_rm,MotleyFoolAnalysis_rm,DavidDremanAnalysis_rm,MartinZweigAnalysis_rm,KennethFisherAnalysis_rm,VolumeChange,VolumeChange_rm
SNH,IXIC,Senior Housing Properties Trust ,Financials,Diversified REITs,14.52823,0,0,6.333333,8.777380952,0,9.76,0,0.52,0,0.994,0,0.274,0,0.145,0,-47.6861167,0,262.7737226,8.194897,88.96551724,0,9.65,1.099416791,0,0.988729508,0,-0.481740064,0,-0.483681113,0,14.25,0,0.7501603,0,1412437,0,0,0,18.65,0.42,24.31963865,0,18.40195975,0,20.4620408,0,0,0,0,0,0,6.333333,0,0,-0.1642,0
TSCO,IXIC,Tractor Supply Co ,,SMiscellaneous Specialty Retailers,14.396906,0,0,6.222222,7.329761905,0,9.79,0,1.688,0,0.571,0,0.914,0,0.724,0,195.6217163,8.174684,-37.5273523,0,26.24309392,0,22.46,3.064219587,0,2.294177732,0,-0.566994409,0,0.232035107,0,34.8,0,0.823888873,0,5557,0,-232044,0,87.41,1.39,162.0774044,0,102.4128263,0,136.7877405,0,0,0,0,6.222222,0,0,0,0,-0.0276,0
BRKS,IXIC,Brooks Automation Inc ,Technology,Semiconductor Equipment & Testing,14.170055,0,2.985614,0,5.935714286,0,7.1,0,0.32,0,0.949,0,0.223,0,0.244,0,-66.28029505,0,325.5605381,11.184441,-8.606557377,0,20.12,3.389651023,0,2.833802817,0,0.415904293,0,0.49037037,0,18.88,0,0.990304182,2.985614,261182,0,-13266,0,34.92,1.06,55.11990095,0,28.20482617,0,33.73718076,0,0,0,0,0,0,0,0,0,0.3802,0
SP,IXIC,SP Plus Corp ,Industrials,Highways & Rail Tracks,14.1442,0,0,14.1442,4.575,0,6.62,0,0.68,0,0.68,0,0.346,0,0.497,0,0,0,96.53179191,0,-30.38229376,0,17.11,3.73989071,0,2.584592145,0,0.124178712,0,-0.281997482,0,15.56,0,0.977005455,0,-201508,0,-15453,0,37.7,0.98,64.69544746,0,25.51566139,0,36.9210226,0,6.454545,0,0,0,0,0,0,7.689655,-0.6174,0
TBK,IXIC,Triumph Bancorp Inc ,Financials,Banks,14.082956,0,0,0,2.70952381,0,37.75,14.082956,0.471,0,0.56,0,0.422,0,0.474,0,-15.89285714,0,32.7014218,0,-10.97046414,0,22.76,8.4,0,0.602913907,0,0.267966574,0,0.21776351,0,9.52,0,0.748793804,0,2052365,0,2637,0,43.85,0.88,50.79679561,0,11.86509717,0,165.3085374,0,0,0,0,0,0,0,0,0,-0.466,0
HSIC,IXIC,Henry Schein Inc ,Healthcare,"Medical Equipment, Supplies & Distribution",13.998596,0,13.998596,0,1.063095238,0,8.81,0,0.916,0,0.91,0,0.867,0,0.872,0,0.659340659,0,4.959630911,0,-0.573394495,0,23.39,22.00179171,0,2.654937571,0,-0.406796855,0,-0.306962963,0,18.97,0,1.081123889,13.998596,837701,0,0,0,83.39,0.98,104.6805829,0,9.593571484,0,79.50309788,0,0,0,0,0,0,0,0,0,-0.3283,0
NFX,NYSE,Newfield Exploration Co ,Energy,Oil & Gas Exploration and Production,13.632708,4.640124,5.992584,3,3.361904762,0,19.98,0,0.592,0,0.43,0,0.265,0,0.435,0,37.6744186,0,62.26415094,0,-39.08045977,0,15.8,4.699716714,0,0.790790791,0,0.284552846,0,0.304706854,0,24.24,0,1.017780468,5.992584,1866179,0,-228312,0,27.21,1.41,72.75232418,0,21.0850332,0,125.3096067,4.640124,0,0,0,0,0,3,0,0,-0.4283,0
CCMP,IXIC,Cabot Microelectronics Corp ,Technology,Semiconductors,13.612808,0,0,0,4.117857143,0,10.81,0,1.316,0,1.144,0,0.202,0,1.029,0,15.03496503,0,466.3366337,13.612808,-80.36929057,0,29.28,7.110494363,0,2.708603145,0,0.907491857,0,1.168888889,0,15.9,0,0.979725188,0,-40112,0,438,0,107.71,1.34,147.6882881,0,52.42752345,0,137.6302064,0,0,0,0,0,0,0,0,0,0.3725,0
BBT,NYSE,BB&T Corp ,Financials,Banks,13.12622,0,13.12622,0,4.358333333,0,8.47,0,0.986,0,0.942,0,0.717,0,0.741,0,4.670912951,0,31.38075314,0,-3.238866397,0,14.83,3.402676864,0,1.750885478,0,-0.173816156,0,-0.206527555,0,9.96,0,0.667845908,0,8983905,13.12622,-3018,0,50.21,1.03,104.48227,0,39.25591036,0,76.29007129,0,0,0,0,0,0,0,0,0,0.1612,0
JCTCF,IXIC,Jewett-Cameron Trading Company Ltd ,Basic Materials,Forest & Wood Products,13.075482,0,0,0,1.55,0,0,0,0.311,0,0.114,0,0.072,0,0.163,0,172.8070175,7.077945,58.33333333,0,-55.82822086,0,13.04,8.412903226,0,NULL,0,-0.708342653,0,-0.606873681,5.997537,14.21,0,0.222990577,0,459364,0,-80834,0,8.55,0.55,10.80457074,0,1.443714194,0,NULL,0,0,0,0,0,0,0,0,0,-0.9887,0
FBNC,IXIC,First Bancorp ,Financials,Banks,13.007215,0,0,12,6.74047619,0,-0.28,0,0.767,0,0.698,0,0.435,0,0.53,0,9.885386819,0,60.45977011,0,-17.9245283,0,16.5,2.447898269,0,-58.92857143,0,-0.080779944,0,-0.11717496,0,11.33,0,0.651315836,0,-8871,0,15404,1.007215,40.1,0.98,71.35802291,0,41.46440124,0,-1.722435036,0,0,0,0,0,12,0,0,0,-0.0555,0
EDUC,IXIC,Educational Development Corp ,,Consumer Publishing,13,0,0,0,1.846428571,0,0,0,0.222,0,0.106,0,0.26,0,0.127,0,109.4339623,0,-59.23076923,0,104.7244094,0,15.88,8.600386847,0,NULL,13,-0.548735436,0,-0.128908393,0,30.58,0,0.163586662,0,219948,0,-799,0,11.35,1.5,32.12128621,0,5.112901777,0,NULL,0,0,0,0,0,0,0,0,0,-0.7786,0
DISH,IXIC,DISH Network Corp ,,Broadcasting,12.984924,0,12.984924,0,0.25,0,-15.16,0,0.834,0,0.7,0,0.353,0,0.566,0,19.14285714,0,98.30028329,0,-37.63250883,0,14.83,59.32,0,-0.97823219,0,-0.2468258,0,-0.18650576,0,19.77,0,1.066292874,12.984924,4392874,0,-17315,0,36.38,1.2,88.19807256,0,1.900820529,0,-115.2657569,0,0,0,0,0,0,0,0,0,-0.3282,0
WLDN,IXIC,Willdan Group Inc ,Industrials,Business Support Services,12.586207,0,0,12.586207,0.636904762,0,0,0,0.357,0,0.24,0,0.219,0,0.312,0,48.75,0,9.589041096,0,-29.80769231,0,27.89,43.78990654,0,NULL,0,-0.064407917,0,0.170373479,0,14.99,0,0.677084259,0,20114,0,0,0,31.45,1.22,41.21812868,0,2.263105382,0,NULL,0,0,0,0,0,0,0,0,12.586207,-0.5589,0
CNC,NYSE,Centene Corp ,Healthcare,Managed Healthcare,12.429364,0,0,7.222222,7.233333333,0,16.77,0,1.504,0,1.913,0,0.591,0,1.159,0,-21.38003136,0,223.6886633,5.207142,-49.00776531,0,28.11,3.886175115,0,1.676207513,0,0.193630573,0,-0.167111111,0,11.18,0,0.912587683,0,1765720,0,-30246,0,145.24,0.82,126.93914,0,79.15457866,0,183.5146015,0,0,0,0,7.222222,0,0,0,0,-0.3346,0
MOFG,IXIC,Midwestone Financial Group Inc ,Financials,Banks,12.417132,0,0,0,1.127380952,0,19.85,0,0.667,0,0.637,0,0.132,0,0.518,0,4.709576138,0,382.5757576,12.417132,-74.51737452,0,17.76,15.75332629,0,0.894710327,0,-0.010584958,0,-0.04975923,0,6.94,0,0.458934261,0,-12017,0,-1849,0,34.69,0.85,49.74352627,0,4.834474484,0,85.12146521,0,0,0,0,0,0,0,0,0,0.04,0
ATLO,IXIC,Ames National Corp ,Financials,Banks,12.320874,0,0,0,0.628571429,0,0,0,0.464,0,0.434,0,0.416,0,0.422,0,6.912442396,0,4.326923077,0,-1.421800948,0,15.56,24.75454545,0,NULL,6,-0.133147632,0,-0.167469235,0,9.52,0,0.240165288,0,-14886,0,4824,0,27,0.67,34.83255077,0,1.887478121,0,NULL,0,0,0,0,0,0,0,0,0,2.335,6.320874
AMOT,IXIC,Allied Motion Technologies Inc ,Industrials,Electrical Components & Equipment,12,0,0,0,3.197619048,0,0,0,0.452,0,0.45,0,0.347,0,0.329,0,0.444444444,0,29.68299712,0,5.47112462,0,31.25,9.7728965,0,NULL,12,0.220703125,0,0.31137222,0,16.62,0,0.510362427,0,159635,0,0,0,49.32,2.12,100.2455751,0,27.6333759,0,NULL,0,0,0,0,0,0,0,0,0,-0.296,0
DHI,NYSE,D.R. Horton Inc ,,Homebuilding,11.911877,0,0,11.911877,6.463095238,0,12.23,0,1.184,0,0.914,0,0.776,0,0.824,0,29.5404814,0,17.78350515,0,-5.825242718,0,11.63,1.799447412,0,0.950940311,0,0.096135721,0,-0.362040592,0,17.66,0,0.84870045,0,-406034,0,-3000,0,43,1.07,118.530147,0,66.04065766,0,124.9675602,0,0,0,0,8.222222,0,0,0,3.689655,-0.125,0
MSFG,IXIC,MainSource Financial Group Inc ,Financials,Banks,11.471872,0,0,0,1.785714286,0,0,0,0.542,0,0.428,0,0.378,0,0.491,0,26.63551402,0,13.22751323,0,-23.01425662,0,22.11,12.3816,0,NULL,0,0.134427912,0,0.117795753,0,9.55,0,0,0,0,0,0,0,40.65,0.89,49.02505828,0,7.546960942,0,NULL,0,0,0,0,0,0,0,0,0,7.6673,11.471872
UNH,NYSE,UnitedHealth Group Inc ,Healthcare,Managed Healthcare,11.35357,0,0,0,15.60357143,0,13.43,0,2.976,1.613941,2.873,2.284605,2.439,0,2.513,7.455024,3.58510268,0,17.79417794,0,-2.944687624,0,24.56,1.573998627,0,1.828741623,0,0.042887473,0,-0.272296296,0,23.31,0,0.866521624,0,169116,0,-92586,0,265.31,0.74,239.5042815,0,322.1657038,0,277.2881466,0,0,0,0,0,0,0,0,0,-0.2154,0
UHS,NYSE,Universal Health Services Inc ,Healthcare,Healthcare Facilities & Services,11.222222,0,0,11.222222,9.613095238,0,8.16,0,2.393,0,2.363,0,1.997,0,1.471,0,1.269572577,0,18.32749124,0,35.75798776,0,15.3,1.591578947,0,1.875,0,-0.57523598,0,-0.546666667,0,15.4,0,0.960849514,0,2319074,0,-20432,0,125.86,0.84,207.0293351,0,171.5683375,0,145.6344288,0,0,0,0,11.222222,0,0,0,0,-0.176,0
SIGI,IXIC,Selective Insurance Group Inc ,Financials,Property & Casualty Insurance,11.07702,0,0,0,0.769047619,0,18.44,0,0.987,0,0.318,0,0.845,0,0.788,0,210.3773585,11.07702,-62.36686391,0,7.233502538,0,22.34,29.04891641,0,1.211496746,0,0.441290323,0,0.1952916,0,10.44,0,0.801765456,0,-322568,0,-45792,0,65.6,1.24,109.093446,0,7.232590941,0,173.4209607,0,0,0,0,0,0,0,0,0,0.4404,0
MLCO,IXIC,Melco Resorts & Entertainment Ltd ,,Casinos & Gaming,11.019882,0,11.019882,0,0.417857143,0,-0.87,0,0.039,0,0.106,0,0.055,0,0.078,0,-63.20754717,0,92.72727273,0,-29.48717949,0,25.06,59.97264957,0,-28.8045977,0,0.166123779,0,0.374657159,0,14.32,0,0.409863802,0,7978250,11.019882,0,0,20.84,1.5,37.37353791,0,1.346275842,0,-2.803015343,0,0,0,0,0,0,0,0,0,0.2515,0
XYL,NYSE,Xylem Inc ,Industrials,Industrial Machinery & Equipment,11,0,0,0,4.091666667,0,NULL,0,0.635,0,0.435,0,0.645,0,0.58,0,45.97701149,0,-32.55813953,0,11.20689655,0,35.25,8.615071283,0,NULL,11,0.474278545,0,0.479227864,0,17.06,0,NULL,0,NULL,0,NULL,0,80.93,1.21,83.23233797,0,29.358533,0,NULL,0,0,0,0,0,0,0,0,0,-0.3724,0
FSBW,IXIC,FS Bancorp Inc ,Financials,Banks,10.818182,0,0,10.818182,1.127380952,0,11.16,0,1.13,0,1.152,0,0.877,0,1.066,0,-1.909722222,0,31.35689852,0,-17.72983114,0,13.42,11.90369588,0,1.202508961,0,-0.247335951,0,-0.278106509,0,14.04,0,0.511490612,0,289485,0,-15400,0,56.7,0.47,59.4955804,0,5.78225725,0,57.23885149,0,10.818182,0,0,0,0,0,0,0,-0.7229,0
MTB,NYSE,M&T Bank Corp ,Financials,Banks,10.460235,0,0,0,12.91190476,0,9.16,0,3.259,6.564075,2.28,0,2.581,2.511611,2.214,1.384549,42.93859649,0,-11.66214645,0,16.57633243,0,16.57,1.28331182,0,1.808951965,0,-0.076880223,0,-0.113429642,0,10.4,0,0.821344187,0,964961,0,-22985,0,171.22,0.92,284.823695,0,317.0358986,0,224.912504,0,0,0,0,0,0,0,0,0,-0.153,0
CGNX,IXIC,Cognex Corp ,Industrials,Industrial Machinery & Equipment,10.315234,0,0,0,1.197619048,0,30.29,10.315234,0.317,0,0.207,0,0.5,0,0.571,0,53.14009662,0,-58.6,0,-12.43432574,0,34.93,29.16620278,0,1.15318587,0,0.460895023,0,0.465799413,0,26.54,0,0.914368619,0,-736233,0,-40000,0,55.71,1.62,77.41157292,0,7.992204676,0,202.1376331,0,0,0,0,0,0,0,0,0,0.3506,0
HCKT,IXIC,Hackett Group Inc ,Industrials,Business Support Services,10.222222,0,0,10.222222,1.561904762,0,12.92,0,0.357,0,0.232,0,0.17,0,0.166,0,53.87931034,0,36.47058824,0,2.409638554,0,21.47,13.74603659,0,1.661764706,0,-0.266985319,0,-0.086771587,0,27.75,0,0.793398106,0,-387054,0,0,0,19.85,0.98,27.14631267,0,3.655168537,0,30.23537583,0,0,0,10.222222,0,0,0,0,0,0.5085,0
PM,NYSE,Philip Morris International Inc ,Consumer Non-Cyclicals,Tobacco,10.144909,0,3.157705,0,2.526190476,0,7.62,0,1.41,0,0.999,0,1.476,0,1.265,0,41.14114114,0,-32.31707317,0,16.6798419,0,15.4,6.096135721,0,2.020997375,0,-0.486837721,0,-0.612676056,6.987204,0,0,0.724311734,0,5056007,3.157705,0,0,79.33,0.84,129.6439707,0,28.23322105,0,85.16267732,0,0,0,0,0,0,0,0,0,-0.4309,0
ROK,NYSE,Rockwell Automation Inc ,Industrials,Electrical Components & Equipment,10.097457,0,0,0,3.45,0,11.98,0,1.518,0,1.858,0,1.899,0,1.577,0,-18.2992465,0,-2.159031069,0,20.41851617,0,27.96,8.104347826,0,2.333889816,0,0.0921875,0,0.173310953,0,48.46,10.097457,0.764051664,0,1003816,0,-11448,0,191.6,1.19,244.3214536,0,72.66457027,0,252.3250875,0,0,0,0,0,0,0,0,0,0.1781,0
VALU,IXIC,Value Line Inc ,Industrials,Professional Information Services,9.230108,0,0,0,4.298809524,0,0,0,0.32,0,0.15,0,0.927,0,0.213,0,113.3333333,0,-83.81877023,0,335.2112676,9.230108,15.57,3.621932983,0,NULL,0,-0.517508522,0,-0.346621905,0,37.4,0,0.079767365,0,148,0,300,0,25.09,0.89,42.96930803,0,15.92386816,0,NULL,0,0,0,0,0,0,0,0,0,0.0408,0
DG,NYSE,Dollar General Corp ,,Discount Stores,9.222222,0,0,9.222222,6.364285714,0,10.56,0,1.524,0,1.356,0,1.48,0,0.925,0,12.38938053,0,-8.378378378,0,60,0,20.61,3.238383838,0,1.951704545,0,-0.169621273,0,0.130554032,0,23.64,0,0.962525891,0,646686,0,-32440,0,108.91,0.94,148.824326,0,81.65177001,0,135.4814554,0,0,0,0,9.222222,0,0,0,0,-0.0577,0
LTXB,IXIC,LegacyTexas Financial Group Inc ,Financials,Banks,9.154844,2.753637,0,0,0.772619048,0,24.06,6.401207,0.583,0,0.54,0,0.594,0,0.607,0,7.962962963,0,-9.090909091,0,-2.141680395,0,19.65,25.43297381,0,0.816708229,0,0.094707521,0,0.051364366,0,11.44,0,0.872335523,0,-919993,0,-1500,0,45.68,1.39,96.81321563,0,6.448252971,0,200.8039628,2.753637,0,0,0,0,0,0,0,0,-0.0303,0
FMC,NYSE,FMC Corp ,Basic Materials,Diversified Chemicals,9.128357,0,0,0,17.07380952,0,12.64,0,0.992,0,1.913,0,0.503,0,0.515,0,-48.14427601,0,280.3180915,9.128357,-2.330097087,0,21.78,1.275637986,0,1.723101266,0,0.05065123,0,-0.343382575,0,21.29,0,0.906480792,0,1342618,0,-1118,0,85.42,1.6,188.008714,0,276.7262907,0,204.8646677,0,0,0,0,0,0,0,0,0,-0.4258,0
OZRK,IXIC,Bank of the Ozarks ,Financials,Banks,9.082177,0,0,0,7.579761905,0,0,0,0.879,0,1.525,0,0.747,0,0.729,0,-42.36065574,0,104.1499331,0,2.469135802,0,11.91,1.571289461,0,NULL,0,-0.311958406,0,-0.377417669,0,15.49,0,0,0,0,0,0,0,42.12,1.3,137.7451315,0,90.0064914,0,NULL,0,0,0,0,0,0,0,0,0,4.3267,9.082177
ACN,NYSE,Accenture PLC ,Technology,IT Services & Consulting,9.075271,0,0,0,3.046428571,0,7.4,0,1.79,0,1.582,0,1.786,0,1.479,0,13.14791403,0,-11.42217245,0,20.75726842,0,25.86,8.48862837,0,3.494594595,0,-0.032185629,0,0.915555556,0,47,9.075271,0.747163386,0,-345303,0,-61777,0,171.64,0.95,188.9165019,0,49.61384732,0,120.5156995,0,0,0,0,0,0,0,0,0,-0.2759,0
NRC,IXIC,National Research Corp ,Industrials,Business Support Services,9.040013,0,0,4,0.697619048,0,9.01,0,0.278,0,0.286,0,0.179,0,0.163,0,-2.797202797,0,59.77653631,0,9.81595092,0,43.12,61.81023891,0,4.785793563,0,0.446494465,0,0.809483844,0,41.68,5.040013,0.292124101,0,-38109,0,-283855,0,39.05,1.65,44.76952997,0,2.692420419,0,34.77357458,0,0,0,0,0,4,0,0,0,-0.4159,0
SFBS,IXIC,ServisFirst Bancshares Inc ,Financials,Banks,8.833333,0,0,8.833333,3.242857143,0,9.84,0,0.618,0,0.602,0,0.447,0,0.467,0,2.657807309,0,34.67561521,0,-4.282655246,0,19.53,6.02246696,0,1.984756098,0,0.088022284,0,0.04494382,0,18.93,0,0.455303479,0,-105013,0,-93648,0,41.67,1.24,79.26824571,0,22.15996524,0,67.24133947,0,0,0,0,0,0,0,8.833333,0,0.5011,0
NVEE,IXIC,NV5 Global Inc ,Industrials,Construction & Engineering,8.222222,0,0,8.222222,6.695238095,0,16.77,0,0.692,0,0.393,0,1.058,0,0.548,0,76.08142494,0,-62.85444234,0,93.06569343,0,33.14,4.949786629,0,1.976147883,0,0.530715935,0,0.409612931,0,16.48,0,0.591227424,0,53360,0,-216500,0,89.2,1.43,115.3200156,0,66.55991046,0,166.7169535,0,0,0,8.222222,0,0,0,0,0,-0.4016,0
NTAP,IXIC,NetApp Inc ,Technology,Computer Hardware,8.064575,0,0,0,10.39285714,0,11.45,0,1.052,0,0.924,0,1.306,0,0.636,0,13.85281385,0,-29.24961715,0,105.3459119,0,21.89,2.106254296,0,1.911790393,0,0.028665414,0,0.621481481,0,46.1,8.064575,0.931858642,0,1820111,0,-173765,0,85.77,1.26,147.9164578,0,132.5236737,0,146.003745,0,0,0,0,0,0,0,0,0,-0.1327,0
EBIX,IXIC,Ebix Inc ,Technology,Software,8,0,0,0,1.761904762,0,0,0,0.923,0,0.828,0,0.761,0,0.765,0,11.47342995,0,8.804204993,0,-0.522875817,0,24.36,13.82594595,0,NULL,8,-0.342332613,0,0.804444444,0,22.12,0,0.681056334,0,125273,0,-2812,0,79.8,1.33,130.5369776,0,19.82704504,0,NULL,0,0,0,0,0,0,0,0,0,-0.2476,0
SAIA,IXIC,Saia Inc ,Industrials,Ground Freight & Logistics,7.989631,0,7.989631,0,7.655952381,0,18.11,0,1.149,0,0.803,0,0.529,0,0.552,0,43.08841843,0,51.79584121,0,-4.166666667,0,26.84,3.505768932,0,1.482054114,0,0.132967497,0,0.126311372,0,13.79,0,1.025058771,7.989631,-440662,0,-1900,0,81.4,0.78,70.87495574,0,46.77717984,0,110.6504697,0,0,0,0,0,0,0,0,0,-0.2054,0
WVFC,IXIC,W V S Financial Corp ,Financials,Banks,7.833333,0,0,7.833333,2.204761905,0,0,0,0.324,0,0.419,0,0.217,0,0.275,0,-22.67303103,0,93.0875576,0,-21.09090909,0,13.04,5.914470842,0,NULL,0,-0.273537604,0,-0.302300696,0,6.73,0,0.212871514,0,15080,0,0,0,16.1,0.54,19.97553175,0,3.796663054,0,NULL,0,0,0,0,0,0,0,7.833333,0,0.243,0
CPRT,IXIC,Copart Inc ,,"Auto Vehicles, Parts & Service Retailers",7.235331,0,2.013109,5.222222,0.101190476,0,19.72,0,0.528,0,0.469,0,0.325,0,0.296,0,12.57995736,0,44.30769231,0,9.797297297,0,40.07,395.9858824,0,2.031947262,0,1.199231614,0,1.198025233,0,31.58,0,0.853147242,0,4744219,2.013109,-120000,0,64.83,0.95,46.05073742,0,0.401715177,0,78.28625362,0,0,0,5.222222,0,0,0,0,0,-0.4506,0
EMR,NYSE,Emerson Electric Co ,Industrials,Electrical Components & Equipment,7.222222,0,0,7.222222,4.36547619,0,18.16,0,1.125,0,0.758,0,0.545,0,0.774,0,48.41688654,0,39.08256881,0,-29.58656331,0,24.22,5.548077447,0,1.333700441,0,-0.05390625,0,0.016365925,0,24.9,0,0.715236059,0,-1147164,0,-156326,0,77.54,1.14,109.3484959,0,41.15157375,0,171.1869557,0,0,0,7.222222,0,0,0,0,0,-0.3558,0
XOM,NYSE,Exxon Mobil Corp ,Energy,Oil & Gas Refining and Marketing,7.027122,0,7.027122,0,5.33452381,0,3.57,0,0.925,0,1.089,0,0.571,0,0.93,0,-15.05968779,0,90.71803853,0,-38.60215054,0,23.59,4.422137916,0,6.607843137,0,0.129789272,0,0.947976879,0,8.19,0,0.53723569,0,7287999,7.027122,6734,0,82.92,0.86,90.570363,0,41.6508412,0,27.87380999,0,0,0,0,0,0,0,0,0,-0.2443,0
SCHW,NYSE,Charles Schwab Corp ,Financials,Investment Banking & Brokerage Services,6.833333,0,0,6.833333,3.391666667,0,16.26,0,0.596,0,0.548,0,0.44,0,0.425,0,8.759124088,0,24.54545455,0,3.529411765,0,25.47,7.50958231,0,1.566420664,0,-0.316425121,0,0.362760835,0,17.06,0,0.820485738,0,-330580,0,-242542,0,51.16,1.54,92.67841894,0,27.09778485,0,129.9095769,0,0,0,0,0,0,0,6.833333,0,-0.2398,0
CRTO,IXIC,Criteo SA ,,Advertising & Marketing,6.689655,0,0,6.689655,0.613095238,0,-5.73,0,0.203,0,0.294,0,0.798,0,0.29,0,-30.95238095,0,-63.15789474,0,175.1724138,0,14.35,23.40582524,0,-2.504363002,0,-0.748950315,0,-0.212835985,0,12.82,0,0.837454347,0,-3391129,0,-10980,0,22.74,1.63,77.38957618,0,4.090274193,0,-38.22778203,0,0,0,0,0,0,0,0,6.689655,-0.6532,0
BSTC,IXIC,Biospecifics Technologies Corp ,Healthcare,Biotechnology & Medical Research,6.222222,0,0,6.222222,2.486904762,0,4.39,0,0.588,0,0.545,0,0.512,0,0.371,0,7.889908257,0,6.4453125,0,38.00539084,0,28.78,11.57261848,0,6.555808656,0,-0.721771075,0,-0.147259259,0,19.78,0,0.583935161,0,-58623,0,-35325,0,58.03,1.63,98.47039725,0,21.11090516,0,37.26595206,0,0,0,6.222222,0,0,0,0,0,-0.1804,0
WASH,IXIC,Washington Trust Bancorp Inc ,Financials,Banks,6.013496,0,0,0,4.311904762,0,0,0,1.017,0,0.935,0,0.814,0,0.747,0,8.770053476,0,14.86486486,0,8.969210174,0,16.54,3.835891773,0,NULL,0,-0.078551532,0,-0.115034778,0,14.72,0,0.570337686,0,22200,0,24358,6.013496,58.1,0.63,66.30365677,0,24.64612529,0,NULL,0,0,0,0,0,0,0,0,0,-0.368,0
FFBC,IXIC,First Financial Bancorp ,Financials,Banks,6,0,0,6,0.297619048,0,5.12,0,0.37,0,0.491,0,0.267,0,0.399,0,-24.64358452,0,83.89513109,0,-33.08270677,0,19.94,66.9984,0,3.89453125,0,0.11086351,0,0.066880685,0,7.44,0,0.751657298,0,-3612282,0,-16147,0,30.45,1.03,47.12546758,0,1.209089378,0,20.80020638,0,0,0,0,0,6,0,0,0,0.2689,0
GBCI,IXIC,Glacier Bancorp Inc ,Financials,Banks,5.833333,0,0,5.833333,1.596428571,0,11.46,0,0.525,0,0.477,0,0.444,0,0.467,0,10.06289308,0,7.432432432,0,-4.925053533,0,23.8,14.9082774,0,2.076788831,0,0.325905292,0,0.27340824,0,11.48,0,0.82824824,0,2209443,0,-1000,0,45.52,1.41,80.79801913,0,11.11967812,0,79.82287062,0,0,0,0,0,0,0,5.833333,0,0.04,0
NANO,IXIC,Nanometrics Inc ,Technology,Semiconductor Equipment & Testing,5.230625,0,0,0,2.261904762,0,8.41,0,0.723,0,0.669,0,0.529,0,0.222,0,8.071748879,0,26.46502836,0,138.2882883,0,17.17,7.590947368,0,2.041617122,0,0.208304011,0,0.271851852,0,19.69,0,0.853020757,0,884037,0,-66783,0,36.8,1.8,115.5862924,0,22.53837803,0,83.80006197,0,0,0,0,0,0,0,0,0,2.0529,5.230625
BK,NYSE,Bank of New York Mellon Corp ,Financials,Investment Management & Fund Operators,5.061984,0,0,0,1.663095238,0,6.92,0,1.033,0,1.103,0,0.396,0,0.936,0,-6.346328196,0,178.5353535,1.048544,-57.69230769,0,14.89,8.953185397,0,2.151734104,0,-0.80082932,4.01344,-0.203317282,0,9.57,0,0.846344055,0,-2283099,0,2934,0,51.65,1.05,109.1242399,0,15.64517274,0,65.09825347,0,0,0,0,0,0,0,0,0,-0.1744,0
COLB,IXIC,Columbia Banking System Inc ,Financials,Banks,5.020715,0,0,0,0.875,0,12.28,0,0.57,0,0.547,0,0.413,0,0.698,0,4.204753199,0,32.44552058,0,-40.83094556,0,18.35,20.97142857,0,1.494299674,0,0.022284123,0,-0.018191546,0,9.12,0,0.90918269,0,-302760,0,21094,5.020715,40.9,1.06,70.7863321,0,5.339486257,0,74.9358757,0,0,0,0,0,0,0,0,0,-0.0327,0
INDB,IXIC,Independent Bank Corp ,Financials,Banks,5,0,0,5,5.575,0,14.32,0,1.128,0,1,0,0.871,0,0.867,0,12.8,0,14.81056257,0,0.461361015,0,23.62,4.2367713,0,1.649441341,0,0.315877437,0,0.263777421,0,11.26,0,0.825269952,0,179660,0,-2303,0,91.3,0.95,110.0197856,0,52.87588832,0,135.8175284,0,0,0,0,0,5,0,0,0,-0.0677,0
